f	pi	p0	pw
0.02564	1234.0	966.0	15.0
0.05128	424.0	511.0	6.0
0.07692	288.0	287.0	20.0
0.10256	164.0	238.0	1.0
0.12821	148.0	168.0	15.0
0.15385	100.0	157.0	3.0
0.17949	95.0	100.0	2.0
0.20513	72.0	131.0	3.0
0.23077	59.0	122.0	4.0
0.25641	39.0	81.0	3.0
0.28205	46.0	79.0	4.0
0.30769	58.0	88.0	4.0
0.33333	46.0	54.0	1.0
0.35897	37.0	78.0	3.0
0.38462	30.0	64.0	0.0
0.41026	25.0	40.0	1.0
0.4359	25.0	51.0	3.0
0.46154	27.0	66.0	2.0
0.48718	25.0	42.0	3.0
0.51282	17.0	28.0	2.0
0.53846	24.0	48.0	1.0
0.5641	19.0	58.0	1.0
0.58974	17.0	46.0	4.0
0.61538	14.0	31.0	0.0
0.64103	22.0	31.0	1.0
0.66667	6.0	32.0	4.0
0.69231	19.0	40.0	2.0
0.71795	8.0	32.0	5.0
0.74359	21.0	28.0	2.0
0.76923	11.0	31.0	0.0
0.79487	18.0	29.0	4.0
0.82051	11.0	25.0	4.0
0.84615	9.0	32.0	1.0
0.87179	7.0	29.0	0.0
0.89744	11.0	25.0	0.0
0.92308	11.0	26.0	0.0
0.94872	16.0	20.0	4.0
0.97436	15.0	38.0	2.0
1.0	8.0	17.0	0.0
