f	pi	p0	pw
0.02564	1228.0	944.0	16.0
0.05128	488.0	564.0	16.0
0.07692	292.0	290.0	25.0
0.10256	178.0	291.0	3.0
0.12821	136.0	182.0	6.0
0.15385	104.0	150.0	1.0
0.17949	88.0	117.0	2.0
0.20513	64.0	145.0	5.0
0.23077	52.0	117.0	4.0
0.25641	40.0	88.0	2.0
0.28205	57.0	70.0	2.0
0.30769	46.0	69.0	2.0
0.33333	67.0	67.0	6.0
0.35897	39.0	68.0	7.0
0.38462	27.0	74.0	0.0
0.41026	21.0	56.0	0.0
0.4359	25.0	43.0	3.0
0.46154	28.0	53.0	0.0
0.48718	27.0	35.0	2.0
0.51282	19.0	32.0	3.0
0.53846	23.0	56.0	2.0
0.5641	23.0	61.0	7.0
0.58974	25.0	50.0	5.0
0.61538	12.0	41.0	0.0
0.64103	29.0	30.0	2.0
0.66667	7.0	26.0	3.0
0.69231	19.0	27.0	2.0
0.71795	4.0	38.0	2.0
0.74359	16.0	21.0	2.0
0.76923	13.0	35.0	0.0
0.79487	11.0	19.0	1.0
0.82051	8.0	21.0	4.0
0.84615	7.0	24.0	2.0
0.87179	4.0	42.0	0.0
0.89744	13.0	34.0	0.0
0.92308	9.0	19.0	0.0
0.94872	19.0	33.0	1.0
0.97436	20.0	31.0	1.0
1.0	15.0	17.0	0.0
