f	pi	p0	pw
0.02564	1277.0	1031.0	24.0
0.05128	436.0	527.0	18.0
0.07692	295.0	298.0	13.0
0.10256	182.0	241.0	3.0
0.12821	149.0	180.0	6.0
0.15385	107.0	185.0	6.0
0.17949	76.0	140.0	1.0
0.20513	60.0	143.0	3.0
0.23077	46.0	118.0	6.0
0.25641	43.0	87.0	3.0
0.28205	42.0	75.0	3.0
0.30769	57.0	76.0	7.0
0.33333	53.0	78.0	3.0
0.35897	36.0	61.0	6.0
0.38462	40.0	74.0	0.0
0.41026	23.0	42.0	1.0
0.4359	14.0	34.0	0.0
0.46154	32.0	48.0	1.0
0.48718	23.0	31.0	0.0
0.51282	18.0	39.0	0.0
0.53846	19.0	47.0	3.0
0.5641	23.0	56.0	8.0
0.58974	19.0	35.0	3.0
0.61538	9.0	46.0	0.0
0.64103	29.0	30.0	2.0
0.66667	11.0	33.0	3.0
0.69231	15.0	41.0	0.0
0.71795	10.0	39.0	3.0
0.74359	15.0	14.0	3.0
0.76923	7.0	20.0	0.0
0.79487	14.0	22.0	2.0
0.82051	9.0	28.0	5.0
0.84615	6.0	39.0	0.0
0.87179	12.0	37.0	2.0
0.89744	9.0	23.0	0.0
0.92308	13.0	14.0	0.0
0.94872	13.0	31.0	1.0
0.97436	8.0	28.0	3.0
1.0	16.0	29.0	0.0
