f	pi	p0	pw
0.02564	1237.0	953.0	19.0
0.05128	398.0	514.0	17.0
0.07692	284.0	328.0	21.0
0.10256	170.0	239.0	5.0
0.12821	138.0	171.0	8.0
0.15385	110.0	162.0	3.0
0.17949	98.0	106.0	3.0
0.20513	77.0	154.0	3.0
0.23077	64.0	102.0	7.0
0.25641	41.0	83.0	3.0
0.28205	66.0	83.0	4.0
0.30769	67.0	83.0	4.0
0.33333	51.0	64.0	2.0
0.35897	38.0	79.0	2.0
0.38462	21.0	70.0	0.0
0.41026	33.0	59.0	2.0
0.4359	20.0	39.0	1.0
0.46154	36.0	46.0	3.0
0.48718	32.0	39.0	0.0
0.51282	30.0	34.0	4.0
0.53846	19.0	48.0	1.0
0.5641	26.0	46.0	6.0
0.58974	14.0	54.0	1.0
0.61538	14.0	45.0	0.0
0.64103	20.0	27.0	1.0
0.66667	7.0	32.0	2.0
0.69231	16.0	39.0	0.0
0.71795	5.0	38.0	3.0
0.74359	17.0	14.0	3.0
0.76923	13.0	29.0	0.0
0.79487	27.0	38.0	4.0
0.82051	8.0	29.0	2.0
0.84615	7.0	35.0	0.0
0.87179	5.0	41.0	1.0
0.89744	9.0	19.0	0.0
0.92308	8.0	25.0	0.0
0.94872	17.0	30.0	4.0
0.97436	16.0	20.0	4.0
1.0	11.0	14.0	0.0
