f	pi	p0	pw
0.02564	1357.0	988.0	34.0
0.05128	420.0	520.0	12.0
0.07692	274.0	321.0	14.0
0.10256	201.0	247.0	5.0
0.12821	148.0	180.0	7.0
0.15385	112.0	166.0	3.0
0.17949	88.0	125.0	4.0
0.20513	64.0	141.0	7.0
0.23077	55.0	112.0	6.0
0.25641	44.0	65.0	5.0
0.28205	50.0	81.0	7.0
0.30769	58.0	72.0	4.0
0.33333	50.0	81.0	6.0
0.35897	35.0	76.0	1.0
0.38462	27.0	75.0	0.0
0.41026	21.0	61.0	0.0
0.4359	25.0	47.0	0.0
0.46154	30.0	53.0	3.0
0.48718	32.0	35.0	3.0
0.51282	28.0	31.0	1.0
0.53846	19.0	67.0	3.0
0.5641	22.0	54.0	4.0
0.58974	16.0	33.0	0.0
0.61538	8.0	45.0	0.0
0.64103	18.0	30.0	2.0
0.66667	6.0	17.0	3.0
0.69231	13.0	52.0	3.0
0.71795	8.0	33.0	3.0
0.74359	19.0	29.0	4.0
0.76923	21.0	34.0	0.0
0.79487	20.0	28.0	2.0
0.82051	7.0	22.0	1.0
0.84615	10.0	29.0	0.0
0.87179	7.0	39.0	1.0
0.89744	4.0	20.0	0.0
0.92308	3.0	20.0	0.0
0.94872	17.0	22.0	1.0
0.97436	19.0	25.0	4.0
1.0	8.0	17.0	0.0
