f	pi	p0	pw
0.02564	1240.0	891.0	18.0
0.05128	445.0	500.0	21.0
0.07692	250.0	291.0	14.0
0.10256	187.0	218.0	1.0
0.12821	148.0	158.0	2.0
0.15385	97.0	177.0	2.0
0.17949	79.0	142.0	0.0
0.20513	91.0	138.0	7.0
0.23077	46.0	130.0	3.0
0.25641	41.0	88.0	1.0
0.28205	51.0	83.0	3.0
0.30769	58.0	85.0	2.0
0.33333	49.0	89.0	4.0
0.35897	36.0	68.0	8.0
0.38462	43.0	75.0	0.0
0.41026	25.0	47.0	0.0
0.4359	18.0	46.0	1.0
0.46154	33.0	35.0	0.0
0.48718	22.0	29.0	1.0
0.51282	23.0	49.0	0.0
0.53846	16.0	44.0	0.0
0.5641	25.0	44.0	6.0
0.58974	21.0	39.0	2.0
0.61538	11.0	46.0	0.0
0.64103	25.0	38.0	5.0
0.66667	11.0	28.0	3.0
0.69231	21.0	39.0	0.0
0.71795	11.0	39.0	6.0
0.74359	26.0	20.0	3.0
0.76923	9.0	29.0	0.0
0.79487	16.0	36.0	3.0
0.82051	14.0	16.0	6.0
0.84615	6.0	37.0	1.0
0.87179	6.0	39.0	0.0
0.89744	9.0	12.0	0.0
0.92308	6.0	19.0	0.0
0.94872	24.0	21.0	0.0
0.97436	11.0	36.0	2.0
1.0	7.0	15.0	0.0
