f	pi	p0	pw
0.02564	1261.0	944.0	29.0
0.05128	428.0	490.0	16.0
0.07692	294.0	319.0	23.0
0.10256	177.0	257.0	3.0
0.12821	144.0	187.0	5.0
0.15385	113.0	165.0	3.0
0.17949	110.0	125.0	1.0
0.20513	78.0	157.0	5.0
0.23077	41.0	128.0	2.0
0.25641	48.0	73.0	3.0
0.28205	43.0	85.0	1.0
0.30769	53.0	67.0	3.0
0.33333	44.0	67.0	4.0
0.35897	28.0	74.0	3.0
0.38462	36.0	74.0	0.0
0.41026	17.0	49.0	1.0
0.4359	25.0	46.0	1.0
0.46154	28.0	40.0	2.0
0.48718	35.0	33.0	5.0
0.51282	21.0	32.0	1.0
0.53846	23.0	50.0	5.0
0.5641	25.0	58.0	4.0
0.58974	11.0	29.0	2.0
0.61538	11.0	46.0	0.0
0.64103	14.0	31.0	2.0
0.66667	6.0	28.0	1.0
0.69231	17.0	30.0	0.0
0.71795	10.0	34.0	2.0
0.74359	14.0	13.0	4.0
0.76923	6.0	31.0	0.0
0.79487	14.0	27.0	4.0
0.82051	12.0	28.0	4.0
0.84615	10.0	36.0	1.0
0.87179	11.0	34.0	2.0
0.89744	11.0	18.0	0.0
0.92308	5.0	19.0	0.0
0.94872	12.0	16.0	2.0
0.97436	13.0	25.0	4.0
1.0	12.0	24.0	0.0
