f	pi	p0	pw
0.02564	1274.0	934.0	18.0
0.05128	419.0	484.0	14.0
0.07692	269.0	282.0	9.0
0.10256	183.0	234.0	5.0
0.12821	144.0	191.0	6.0
0.15385	103.0	172.0	5.0
0.17949	107.0	155.0	6.0
0.20513	68.0	160.0	5.0
0.23077	57.0	130.0	3.0
0.25641	35.0	94.0	1.0
0.28205	60.0	78.0	6.0
0.30769	59.0	63.0	2.0
0.33333	55.0	65.0	4.0
0.35897	25.0	60.0	2.0
0.38462	39.0	71.0	0.0
0.41026	29.0	53.0	1.0
0.4359	18.0	35.0	2.0
0.46154	32.0	50.0	4.0
0.48718	31.0	34.0	3.0
0.51282	11.0	32.0	0.0
0.53846	27.0	49.0	4.0
0.5641	25.0	62.0	3.0
0.58974	13.0	41.0	6.0
0.61538	19.0	42.0	0.0
0.64103	27.0	31.0	2.0
0.66667	11.0	34.0	3.0
0.69231	12.0	35.0	0.0
0.71795	13.0	30.0	5.0
0.74359	11.0	20.0	0.0
0.76923	13.0	24.0	0.0
0.79487	24.0	36.0	2.0
0.82051	7.0	27.0	1.0
0.84615	9.0	43.0	1.0
0.87179	4.0	31.0	1.0
0.89744	9.0	18.0	0.0
0.92308	3.0	15.0	0.0
0.94872	21.0	15.0	0.0
0.97436	8.0	25.0	4.0
1.0	9.0	16.0	0.0
