f	pi	p0	pw
0.02564	1245.0	961.0	24.0
0.05128	457.0	501.0	13.0
0.07692	278.0	301.0	19.0
0.10256	213.0	281.0	5.0
0.12821	128.0	163.0	5.0
0.15385	116.0	157.0	2.0
0.17949	100.0	106.0	3.0
0.20513	64.0	133.0	3.0
0.23077	51.0	106.0	4.0
0.25641	38.0	82.0	5.0
0.28205	71.0	103.0	6.0
0.30769	61.0	64.0	6.0
0.33333	53.0	71.0	2.0
0.35897	35.0	54.0	12.0
0.38462	22.0	86.0	0.0
0.41026	27.0	40.0	1.0
0.4359	24.0	40.0	1.0
0.46154	47.0	42.0	3.0
0.48718	35.0	31.0	3.0
0.51282	22.0	32.0	4.0
0.53846	9.0	51.0	1.0
0.5641	25.0	56.0	7.0
0.58974	12.0	34.0	3.0
0.61538	10.0	33.0	0.0
0.64103	20.0	29.0	1.0
0.66667	15.0	15.0	5.0
0.69231	20.0	34.0	1.0
0.71795	5.0	42.0	3.0
0.74359	16.0	21.0	2.0
0.76923	8.0	32.0	0.0
0.79487	16.0	29.0	2.0
0.82051	11.0	30.0	1.0
0.84615	8.0	31.0	0.0
0.87179	8.0	31.0	1.0
0.89744	3.0	28.0	0.0
0.92308	4.0	22.0	0.0
0.94872	21.0	26.0	4.0
0.97436	14.0	32.0	2.0
1.0	11.0	18.0	0.0
