f	pi	p0	pw
0.02564	1298.0	965.0	26.0
0.05128	465.0	513.0	15.0
0.07692	278.0	289.0	15.0
0.10256	196.0	229.0	4.0
0.12821	139.0	188.0	10.0
0.15385	118.0	165.0	2.0
0.17949	78.0	113.0	1.0
0.20513	65.0	152.0	2.0
0.23077	54.0	118.0	5.0
0.25641	42.0	76.0	1.0
0.28205	69.0	87.0	6.0
0.30769	58.0	68.0	6.0
0.33333	44.0	74.0	5.0
0.35897	25.0	74.0	4.0
0.38462	37.0	75.0	0.0
0.41026	28.0	46.0	0.0
0.4359	22.0	39.0	2.0
0.46154	24.0	53.0	1.0
0.48718	30.0	38.0	3.0
0.51282	21.0	36.0	3.0
0.53846	26.0	63.0	3.0
0.5641	18.0	53.0	4.0
0.58974	16.0	32.0	1.0
0.61538	9.0	53.0	0.0
0.64103	25.0	40.0	0.0
0.66667	10.0	37.0	5.0
0.69231	19.0	33.0	1.0
0.71795	14.0	50.0	6.0
0.74359	15.0	13.0	4.0
0.76923	15.0	37.0	0.0
0.79487	17.0	23.0	4.0
0.82051	14.0	21.0	3.0
0.84615	7.0	36.0	2.0
0.87179	11.0	31.0	3.0
0.89744	11.0	30.0	0.0
0.92308	4.0	21.0	0.0
0.94872	15.0	16.0	4.0
0.97436	13.0	25.0	3.0
1.0	3.0	15.0	0.0
