f	pi	p0	pw
0.02564	1262.0	980.0	28.0
0.05128	415.0	491.0	17.0
0.07692	261.0	290.0	15.0
0.10256	167.0	256.0	5.0
0.12821	138.0	199.0	3.0
0.15385	105.0	151.0	3.0
0.17949	94.0	140.0	3.0
0.20513	71.0	164.0	5.0
0.23077	45.0	98.0	7.0
0.25641	38.0	101.0	2.0
0.28205	47.0	74.0	1.0
0.30769	52.0	80.0	0.0
0.33333	53.0	58.0	3.0
0.35897	36.0	58.0	5.0
0.38462	32.0	80.0	0.0
0.41026	24.0	57.0	1.0
0.4359	22.0	40.0	1.0
0.46154	24.0	61.0	2.0
0.48718	15.0	41.0	1.0
0.51282	14.0	26.0	0.0
0.53846	21.0	49.0	1.0
0.5641	11.0	42.0	2.0
0.58974	15.0	45.0	4.0
0.61538	14.0	42.0	0.0
0.64103	18.0	38.0	0.0
0.66667	9.0	19.0	3.0
0.69231	6.0	32.0	0.0
0.71795	13.0	38.0	5.0
0.74359	19.0	20.0	3.0
0.76923	14.0	29.0	0.0
0.79487	15.0	32.0	2.0
0.82051	8.0	21.0	2.0
0.84615	8.0	34.0	0.0
0.87179	11.0	32.0	1.0
0.89744	5.0	27.0	0.0
0.92308	2.0	27.0	0.0
0.94872	27.0	18.0	3.0
0.97436	12.0	45.0	1.0
1.0	13.0	18.0	0.0
