f	pi	p0	pw
0.02564	1238.0	976.0	24.0
0.05128	401.0	486.0	15.0
0.07692	257.0	325.0	12.0
0.10256	180.0	229.0	4.0
0.12821	156.0	187.0	7.0
0.15385	94.0	190.0	2.0
0.17949	98.0	117.0	3.0
0.20513	73.0	135.0	4.0
0.23077	77.0	104.0	10.0
0.25641	41.0	74.0	3.0
0.28205	61.0	88.0	4.0
0.30769	48.0	84.0	6.0
0.33333	38.0	73.0	5.0
0.35897	48.0	73.0	5.0
0.38462	29.0	76.0	0.0
0.41026	25.0	54.0	1.0
0.4359	23.0	48.0	0.0
0.46154	25.0	47.0	1.0
0.48718	23.0	28.0	2.0
0.51282	24.0	32.0	2.0
0.53846	19.0	33.0	2.0
0.5641	23.0	55.0	4.0
0.58974	20.0	42.0	2.0
0.61538	15.0	37.0	0.0
0.64103	14.0	35.0	1.0
0.66667	11.0	36.0	5.0
0.69231	13.0	43.0	1.0
0.71795	6.0	33.0	1.0
0.74359	19.0	22.0	4.0
0.76923	18.0	34.0	0.0
0.79487	12.0	29.0	2.0
0.82051	15.0	25.0	5.0
0.84615	8.0	31.0	1.0
0.87179	13.0	35.0	2.0
0.89744	11.0	17.0	0.0
0.92308	3.0	25.0	0.0
0.94872	14.0	22.0	4.0
0.97436	11.0	24.0	2.0
1.0	4.0	8.0	0.0
