f	pi	p0	pw
0.02564	1240.0	951.0	28.0
0.05128	408.0	518.0	14.0
0.07692	271.0	316.0	12.0
0.10256	158.0	250.0	6.0
0.12821	145.0	200.0	1.0
0.15385	100.0	158.0	4.0
0.17949	98.0	131.0	1.0
0.20513	68.0	148.0	0.0
0.23077	52.0	124.0	3.0
0.25641	38.0	94.0	2.0
0.28205	48.0	68.0	7.0
0.30769	71.0	65.0	1.0
0.33333	52.0	79.0	2.0
0.35897	40.0	82.0	2.0
0.38462	25.0	54.0	0.0
0.41026	23.0	38.0	1.0
0.4359	19.0	41.0	0.0
0.46154	29.0	40.0	1.0
0.48718	24.0	37.0	1.0
0.51282	19.0	49.0	0.0
0.53846	26.0	49.0	4.0
0.5641	20.0	46.0	2.0
0.58974	22.0	41.0	6.0
0.61538	10.0	44.0	0.0
0.64103	13.0	28.0	1.0
0.66667	10.0	24.0	4.0
0.69231	18.0	42.0	4.0
0.71795	8.0	32.0	4.0
0.74359	14.0	26.0	3.0
0.76923	9.0	36.0	0.0
0.79487	15.0	29.0	3.0
0.82051	10.0	27.0	1.0
0.84615	9.0	24.0	2.0
0.87179	13.0	38.0	2.0
0.89744	8.0	17.0	0.0
0.92308	3.0	29.0	0.0
0.94872	19.0	23.0	7.0
0.97436	11.0	26.0	0.0
1.0	5.0	11.0	0.0
