f	pi	p0	pw
0.02564	1256.0	909.0	24.0
0.05128	446.0	493.0	15.0
0.07692	258.0	280.0	14.0
0.10256	201.0	234.0	2.0
0.12821	137.0	169.0	5.0
0.15385	113.0	182.0	5.0
0.17949	96.0	111.0	2.0
0.20513	76.0	151.0	7.0
0.23077	69.0	102.0	9.0
0.25641	41.0	80.0	1.0
0.28205	51.0	77.0	4.0
0.30769	54.0	74.0	1.0
0.33333	37.0	76.0	6.0
0.35897	33.0	96.0	3.0
0.38462	36.0	83.0	0.0
0.41026	31.0	53.0	0.0
0.4359	18.0	44.0	0.0
0.46154	31.0	46.0	4.0
0.48718	30.0	41.0	2.0
0.51282	15.0	28.0	1.0
0.53846	23.0	43.0	1.0
0.5641	23.0	53.0	6.0
0.58974	15.0	40.0	5.0
0.61538	15.0	44.0	0.0
0.64103	26.0	48.0	1.0
0.66667	8.0	37.0	1.0
0.69231	15.0	34.0	1.0
0.71795	8.0	50.0	5.0
0.74359	13.0	25.0	1.0
0.76923	14.0	33.0	0.0
0.79487	24.0	23.0	3.0
0.82051	6.0	29.0	3.0
0.84615	5.0	26.0	1.0
0.87179	7.0	40.0	3.0
0.89744	10.0	21.0	0.0
0.92308	6.0	14.0	0.0
0.94872	19.0	28.0	5.0
0.97436	14.0	28.0	1.0
1.0	10.0	23.0	0.0
