f	pi	p0	pw
0.02564	1306.0	923.0	27.0
0.05128	431.0	528.0	17.0
0.07692	279.0	277.0	12.0
0.10256	171.0	243.0	2.0
0.12821	141.0	170.0	3.0
0.15385	90.0	156.0	1.0
0.17949	94.0	111.0	4.0
0.20513	82.0	172.0	2.0
0.23077	73.0	115.0	10.0
0.25641	31.0	81.0	1.0
0.28205	40.0	85.0	1.0
0.30769	71.0	70.0	5.0
0.33333	52.0	93.0	5.0
0.35897	34.0	61.0	2.0
0.38462	38.0	74.0	0.0
0.41026	16.0	55.0	0.0
0.4359	25.0	43.0	1.0
0.46154	18.0	44.0	1.0
0.48718	25.0	44.0	1.0
0.51282	20.0	31.0	4.0
0.53846	27.0	70.0	0.0
0.5641	20.0	33.0	4.0
0.58974	11.0	58.0	1.0
0.61538	8.0	37.0	0.0
0.64103	16.0	28.0	2.0
0.66667	3.0	22.0	1.0
0.69231	17.0	39.0	2.0
0.71795	2.0	44.0	1.0
0.74359	17.0	23.0	4.0
0.76923	10.0	19.0	0.0
0.79487	15.0	33.0	2.0
0.82051	14.0	18.0	4.0
0.84615	7.0	31.0	1.0
0.87179	13.0	40.0	1.0
0.89744	3.0	24.0	0.0
0.92308	4.0	27.0	0.0
0.94872	23.0	23.0	4.0
0.97436	16.0	31.0	1.0
1.0	11.0	16.0	0.0
