f	pi	p0	pw
0.02564	1287.0	961.0	18.0
0.05128	442.0	508.0	11.0
0.07692	263.0	298.0	10.0
0.10256	184.0	242.0	4.0
0.12821	142.0	154.0	6.0
0.15385	116.0	178.0	4.0
0.17949	93.0	123.0	0.0
0.20513	78.0	156.0	2.0
0.23077	64.0	121.0	8.0
0.25641	45.0	94.0	4.0
0.28205	54.0	79.0	4.0
0.30769	48.0	71.0	3.0
0.33333	55.0	80.0	8.0
0.35897	31.0	46.0	4.0
0.38462	36.0	61.0	0.0
0.41026	29.0	60.0	0.0
0.4359	24.0	48.0	0.0
0.46154	24.0	47.0	1.0
0.48718	22.0	37.0	2.0
0.51282	22.0	35.0	3.0
0.53846	24.0	44.0	4.0
0.5641	30.0	54.0	2.0
0.58974	21.0	42.0	4.0
0.61538	11.0	40.0	0.0
0.64103	21.0	25.0	1.0
0.66667	8.0	25.0	0.0
0.69231	25.0	44.0	0.0
0.71795	11.0	38.0	5.0
0.74359	20.0	19.0	3.0
0.76923	17.0	25.0	0.0
0.79487	18.0	32.0	3.0
0.82051	9.0	25.0	2.0
0.84615	3.0	36.0	0.0
0.87179	19.0	27.0	5.0
0.89744	12.0	19.0	0.0
0.92308	2.0	20.0	0.0
0.94872	21.0	25.0	7.0
0.97436	16.0	28.0	3.0
1.0	5.0	16.0	0.0
