f	pi	p0	pw
0.02564	1213.0	945.0	21.0
0.05128	430.0	536.0	16.0
0.07692	300.0	335.0	16.0
0.10256	176.0	231.0	2.0
0.12821	136.0	216.0	3.0
0.15385	96.0	172.0	6.0
0.17949	94.0	112.0	3.0
0.20513	89.0	163.0	4.0
0.23077	62.0	107.0	6.0
0.25641	34.0	111.0	1.0
0.28205	44.0	89.0	3.0
0.30769	54.0	71.0	1.0
0.33333	49.0	67.0	5.0
0.35897	32.0	60.0	3.0
0.38462	29.0	77.0	0.0
0.41026	18.0	53.0	2.0
0.4359	14.0	28.0	0.0
0.46154	32.0	48.0	0.0
0.48718	22.0	36.0	0.0
0.51282	15.0	40.0	2.0
0.53846	21.0	35.0	1.0
0.5641	29.0	51.0	4.0
0.58974	22.0	40.0	4.0
0.61538	15.0	30.0	0.0
0.64103	27.0	32.0	2.0
0.66667	6.0	30.0	2.0
0.69231	19.0	48.0	2.0
0.71795	8.0	47.0	3.0
0.74359	10.0	20.0	3.0
0.76923	14.0	31.0	0.0
0.79487	16.0	22.0	2.0
0.82051	16.0	27.0	3.0
0.84615	8.0	29.0	1.0
0.87179	10.0	42.0	3.0
0.89744	11.0	32.0	0.0
0.92308	7.0	20.0	0.0
0.94872	18.0	26.0	1.0
0.97436	22.0	24.0	2.0
1.0	10.0	18.0	0.0
