f	pi	p0	pw
0.02564	1222.0	920.0	25.0
0.05128	416.0	477.0	14.0
0.07692	274.0	303.0	19.0
0.10256	170.0	255.0	4.0
0.12821	138.0	170.0	7.0
0.15385	88.0	173.0	2.0
0.17949	103.0	123.0	4.0
0.20513	83.0	145.0	5.0
0.23077	46.0	100.0	2.0
0.25641	36.0	90.0	0.0
0.28205	53.0	78.0	4.0
0.30769	71.0	63.0	2.0
0.33333	57.0	70.0	1.0
0.35897	43.0	67.0	8.0
0.38462	37.0	64.0	0.0
0.41026	27.0	47.0	2.0
0.4359	17.0	45.0	1.0
0.46154	25.0	40.0	1.0
0.48718	27.0	40.0	2.0
0.51282	17.0	32.0	2.0
0.53846	20.0	47.0	2.0
0.5641	24.0	60.0	4.0
0.58974	19.0	35.0	4.0
0.61538	7.0	39.0	0.0
0.64103	24.0	33.0	3.0
0.66667	9.0	33.0	2.0
0.69231	22.0	41.0	0.0
0.71795	5.0	53.0	2.0
0.74359	18.0	21.0	4.0
0.76923	13.0	27.0	0.0
0.79487	13.0	27.0	3.0
0.82051	9.0	25.0	2.0
0.84615	4.0	23.0	0.0
0.87179	9.0	38.0	3.0
0.89744	16.0	25.0	0.0
0.92308	3.0	16.0	0.0
0.94872	16.0	18.0	1.0
0.97436	15.0	30.0	4.0
1.0	4.0	19.0	0.0
