f	pi	p0	pw
0.02564	1316.0	989.0	12.0
0.05128	440.0	512.0	16.0
0.07692	276.0	328.0	13.0
0.10256	166.0	269.0	4.0
0.12821	121.0	188.0	0.0
0.15385	114.0	139.0	3.0
0.17949	104.0	115.0	4.0
0.20513	66.0	151.0	5.0
0.23077	58.0	137.0	9.0
0.25641	36.0	76.0	0.0
0.28205	46.0	80.0	3.0
0.30769	43.0	68.0	3.0
0.33333	52.0	56.0	1.0
0.35897	21.0	68.0	1.0
0.38462	29.0	81.0	0.0
0.41026	28.0	59.0	0.0
0.4359	26.0	42.0	1.0
0.46154	32.0	62.0	0.0
0.48718	36.0	41.0	5.0
0.51282	25.0	33.0	5.0
0.53846	22.0	44.0	1.0
0.5641	31.0	60.0	10.0
0.58974	23.0	47.0	6.0
0.61538	8.0	48.0	0.0
0.64103	17.0	19.0	0.0
0.66667	14.0	31.0	5.0
0.69231	22.0	25.0	3.0
0.71795	12.0	40.0	6.0
0.74359	17.0	21.0	3.0
0.76923	7.0	34.0	0.0
0.79487	18.0	33.0	4.0
0.82051	9.0	28.0	1.0
0.84615	5.0	42.0	0.0
0.87179	12.0	34.0	5.0
0.89744	11.0	25.0	0.0
0.92308	7.0	22.0	0.0
0.94872	18.0	36.0	5.0
0.97436	16.0	29.0	1.0
1.0	8.0	13.0	0.0
