f	pi	p0	pw
0.02564	1270.0	935.0	20.0
0.05128	442.0	493.0	11.0
0.07692	278.0	291.0	8.0
0.10256	162.0	258.0	5.0
0.12821	130.0	179.0	4.0
0.15385	113.0	193.0	4.0
0.17949	82.0	115.0	0.0
0.20513	84.0	142.0	6.0
0.23077	48.0	109.0	4.0
0.25641	46.0	90.0	2.0
0.28205	48.0	88.0	6.0
0.30769	45.0	78.0	3.0
0.33333	59.0	79.0	4.0
0.35897	36.0	72.0	6.0
0.38462	28.0	60.0	0.0
0.41026	22.0	35.0	3.0
0.4359	14.0	41.0	0.0
0.46154	26.0	57.0	1.0
0.48718	22.0	40.0	2.0
0.51282	24.0	37.0	3.0
0.53846	29.0	50.0	3.0
0.5641	26.0	43.0	4.0
0.58974	20.0	48.0	7.0
0.61538	14.0	50.0	0.0
0.64103	17.0	23.0	0.0
0.66667	10.0	35.0	6.0
0.69231	20.0	41.0	0.0
0.71795	10.0	54.0	7.0
0.74359	17.0	25.0	4.0
0.76923	17.0	29.0	0.0
0.79487	24.0	30.0	1.0
0.82051	8.0	30.0	3.0
0.84615	8.0	33.0	2.0
0.87179	8.0	44.0	0.0
0.89744	8.0	19.0	0.0
0.92308	7.0	26.0	0.0
0.94872	13.0	21.0	2.0
0.97436	12.0	31.0	2.0
1.0	4.0	19.0	0.0
