f	pi	p0	pw
0.02564	1282.0	920.0	22.0
0.05128	426.0	540.0	16.0
0.07692	266.0	289.0	13.0
0.10256	176.0	263.0	3.0
0.12821	126.0	211.0	2.0
0.15385	115.0	174.0	2.0
0.17949	108.0	108.0	6.0
0.20513	87.0	172.0	5.0
0.23077	50.0	101.0	6.0
0.25641	44.0	64.0	3.0
0.28205	62.0	79.0	7.0
0.30769	62.0	90.0	3.0
0.33333	67.0	76.0	5.0
0.35897	33.0	53.0	6.0
0.38462	31.0	96.0	0.0
0.41026	23.0	38.0	2.0
0.4359	24.0	30.0	1.0
0.46154	24.0	49.0	3.0
0.48718	31.0	33.0	0.0
0.51282	19.0	41.0	2.0
0.53846	20.0	50.0	2.0
0.5641	19.0	45.0	3.0
0.58974	15.0	40.0	1.0
0.61538	9.0	44.0	0.0
0.64103	29.0	39.0	1.0
0.66667	5.0	26.0	2.0
0.69231	25.0	47.0	6.0
0.71795	9.0	50.0	5.0
0.74359	15.0	13.0	2.0
0.76923	15.0	32.0	0.0
0.79487	24.0	25.0	2.0
0.82051	6.0	36.0	2.0
0.84615	15.0	28.0	2.0
0.87179	17.0	39.0	3.0
0.89744	9.0	38.0	0.0
0.92308	2.0	20.0	0.0
0.94872	20.0	20.0	2.0
0.97436	15.0	30.0	5.0
1.0	13.0	21.0	0.0
