f	pi	p0	pw
0.02564	1257.0	973.0	28.0
0.05128	412.0	515.0	15.0
0.07692	296.0	309.0	9.0
0.10256	181.0	259.0	0.0
0.12821	114.0	186.0	2.0
0.15385	109.0	155.0	4.0
0.17949	89.0	124.0	1.0
0.20513	70.0	148.0	6.0
0.23077	54.0	114.0	4.0
0.25641	39.0	76.0	2.0
0.28205	50.0	81.0	3.0
0.30769	57.0	74.0	5.0
0.33333	54.0	91.0	6.0
0.35897	20.0	63.0	2.0
0.38462	38.0	77.0	0.0
0.41026	18.0	42.0	0.0
0.4359	24.0	37.0	2.0
0.46154	36.0	58.0	4.0
0.48718	40.0	39.0	4.0
0.51282	15.0	18.0	3.0
0.53846	23.0	41.0	2.0
0.5641	28.0	58.0	4.0
0.58974	15.0	48.0	5.0
0.61538	18.0	31.0	0.0
0.64103	12.0	34.0	2.0
0.66667	7.0	35.0	2.0
0.69231	26.0	40.0	0.0
0.71795	10.0	41.0	4.0
0.74359	7.0	13.0	1.0
0.76923	12.0	32.0	0.0
0.79487	21.0	36.0	2.0
0.82051	10.0	31.0	5.0
0.84615	5.0	30.0	0.0
0.87179	14.0	31.0	2.0
0.89744	11.0	24.0	0.0
0.92308	8.0	19.0	0.0
0.94872	22.0	23.0	5.0
0.97436	18.0	28.0	4.0
1.0	6.0	20.0	0.0
