f	pi	p0	pw
0.02564	1219.0	957.0	16.0
0.05128	448.0	487.0	10.0
0.07692	282.0	285.0	14.0
0.10256	189.0	237.0	2.0
0.12821	141.0	168.0	8.0
0.15385	93.0	202.0	4.0
0.17949	111.0	112.0	3.0
0.20513	72.0	142.0	6.0
0.23077	52.0	125.0	2.0
0.25641	32.0	87.0	2.0
0.28205	55.0	104.0	5.0
0.30769	73.0	75.0	6.0
0.33333	47.0	75.0	2.0
0.35897	25.0	62.0	2.0
0.38462	27.0	72.0	0.0
0.41026	24.0	41.0	1.0
0.4359	17.0	40.0	0.0
0.46154	36.0	54.0	0.0
0.48718	23.0	44.0	2.0
0.51282	22.0	46.0	0.0
0.53846	20.0	40.0	1.0
0.5641	25.0	60.0	6.0
0.58974	14.0	43.0	0.0
0.61538	9.0	38.0	0.0
0.64103	21.0	23.0	1.0
0.66667	15.0	31.0	6.0
0.69231	19.0	36.0	1.0
0.71795	9.0	44.0	3.0
0.74359	14.0	35.0	2.0
0.76923	12.0	35.0	0.0
0.79487	24.0	36.0	3.0
0.82051	6.0	26.0	1.0
0.84615	8.0	24.0	2.0
0.87179	5.0	27.0	2.0
0.89744	9.0	20.0	0.0
0.92308	6.0	17.0	0.0
0.94872	18.0	19.0	2.0
0.97436	26.0	30.0	3.0
1.0	8.0	17.0	0.0
