f	pi	p0	pw
0.02564	1262.0	949.0	25.0
0.05128	390.0	488.0	7.0
0.07692	269.0	303.0	13.0
0.10256	191.0	227.0	2.0
0.12821	130.0	154.0	7.0
0.15385	128.0	180.0	3.0
0.17949	87.0	108.0	2.0
0.20513	76.0	111.0	4.0
0.23077	59.0	120.0	12.0
0.25641	39.0	83.0	4.0
0.28205	43.0	90.0	1.0
0.30769	53.0	75.0	1.0
0.33333	58.0	86.0	6.0
0.35897	32.0	65.0	4.0
0.38462	32.0	86.0	0.0
0.41026	22.0	50.0	0.0
0.4359	22.0	48.0	1.0
0.46154	34.0	52.0	0.0
0.48718	28.0	33.0	2.0
0.51282	19.0	41.0	5.0
0.53846	26.0	47.0	2.0
0.5641	19.0	42.0	3.0
0.58974	21.0	50.0	10.0
0.61538	12.0	44.0	0.0
0.64103	13.0	30.0	2.0
0.66667	11.0	28.0	5.0
0.69231	23.0	35.0	2.0
0.71795	10.0	29.0	4.0
0.74359	14.0	11.0	3.0
0.76923	8.0	35.0	0.0
0.79487	25.0	19.0	3.0
0.82051	10.0	24.0	4.0
0.84615	10.0	42.0	1.0
0.87179	15.0	41.0	3.0
0.89744	8.0	23.0	0.0
0.92308	6.0	19.0	0.0
0.94872	15.0	15.0	1.0
0.97436	14.0	37.0	2.0
1.0	10.0	20.0	0.0
