f	pi	p0	pw
0.02564	1195.0	995.0	18.0
0.05128	431.0	521.0	12.0
0.07692	287.0	306.0	14.0
0.10256	163.0	238.0	1.0
0.12821	153.0	189.0	6.0
0.15385	113.0	201.0	3.0
0.17949	96.0	113.0	7.0
0.20513	79.0	144.0	2.0
0.23077	56.0	102.0	6.0
0.25641	52.0	83.0	3.0
0.28205	59.0	81.0	5.0
0.30769	54.0	85.0	5.0
0.33333	66.0	94.0	5.0
0.35897	29.0	52.0	5.0
0.38462	35.0	72.0	0.0
0.41026	23.0	43.0	0.0
0.4359	20.0	50.0	5.0
0.46154	31.0	46.0	2.0
0.48718	35.0	37.0	1.0
0.51282	19.0	33.0	2.0
0.53846	17.0	56.0	0.0
0.5641	18.0	43.0	3.0
0.58974	25.0	48.0	7.0
0.61538	10.0	47.0	0.0
0.64103	13.0	38.0	1.0
0.66667	8.0	24.0	0.0
0.69231	20.0	41.0	1.0
0.71795	10.0	31.0	5.0
0.74359	12.0	20.0	2.0
0.76923	14.0	28.0	0.0
0.79487	14.0	30.0	2.0
0.82051	8.0	25.0	4.0
0.84615	7.0	35.0	0.0
0.87179	12.0	47.0	3.0
0.89744	5.0	24.0	0.0
0.92308	6.0	21.0	0.0
0.94872	19.0	27.0	8.0
0.97436	11.0	18.0	4.0
1.0	6.0	21.0	0.0
