f	pi	p0	pw
0.02564	1185.0	957.0	21.0
0.05128	460.0	546.0	20.0
0.07692	263.0	311.0	12.0
0.10256	175.0	240.0	4.0
0.12821	152.0	195.0	5.0
0.15385	113.0	156.0	3.0
0.17949	92.0	127.0	3.0
0.20513	72.0	171.0	1.0
0.23077	62.0	119.0	7.0
0.25641	30.0	75.0	3.0
0.28205	64.0	83.0	7.0
0.30769	56.0	84.0	2.0
0.33333	48.0	73.0	3.0
0.35897	26.0	78.0	3.0
0.38462	29.0	76.0	0.0
0.41026	25.0	47.0	0.0
0.4359	20.0	43.0	1.0
0.46154	19.0	47.0	1.0
0.48718	25.0	41.0	2.0
0.51282	13.0	33.0	0.0
0.53846	18.0	45.0	1.0
0.5641	20.0	47.0	4.0
0.58974	18.0	48.0	3.0
0.61538	15.0	44.0	0.0
0.64103	25.0	41.0	0.0
0.66667	7.0	28.0	2.0
0.69231	21.0	49.0	0.0
0.71795	15.0	40.0	3.0
0.74359	22.0	24.0	4.0
0.76923	16.0	31.0	0.0
0.79487	18.0	32.0	4.0
0.82051	7.0	27.0	4.0
0.84615	7.0	27.0	1.0
0.87179	8.0	41.0	1.0
0.89744	8.0	25.0	0.0
0.92308	4.0	24.0	0.0
0.94872	19.0	17.0	3.0
0.97436	16.0	22.0	0.0
1.0	10.0	29.0	0.0
