f	pi	p0	pw
0.02564	1233.0	966.0	14.0
0.05128	424.0	511.0	17.0
0.07692	268.0	290.0	14.0
0.10256	204.0	248.0	3.0
0.12821	158.0	188.0	10.0
0.15385	110.0	170.0	3.0
0.17949	102.0	112.0	1.0
0.20513	74.0	139.0	1.0
0.23077	65.0	119.0	4.0
0.25641	45.0	76.0	2.0
0.28205	55.0	90.0	2.0
0.30769	55.0	80.0	4.0
0.33333	54.0	66.0	2.0
0.35897	32.0	36.0	9.0
0.38462	28.0	72.0	0.0
0.41026	18.0	56.0	0.0
0.4359	21.0	45.0	2.0
0.46154	30.0	49.0	2.0
0.48718	30.0	36.0	1.0
0.51282	26.0	38.0	6.0
0.53846	23.0	45.0	0.0
0.5641	24.0	47.0	5.0
0.58974	20.0	46.0	5.0
0.61538	13.0	46.0	0.0
0.64103	24.0	22.0	2.0
0.66667	10.0	23.0	3.0
0.69231	19.0	39.0	2.0
0.71795	9.0	42.0	3.0
0.74359	12.0	21.0	0.0
0.76923	9.0	32.0	0.0
0.79487	18.0	26.0	0.0
0.82051	10.0	18.0	1.0
0.84615	8.0	31.0	0.0
0.87179	5.0	37.0	0.0
0.89744	11.0	43.0	0.0
0.92308	5.0	22.0	0.0
0.94872	26.0	27.0	5.0
0.97436	17.0	27.0	2.0
1.0	6.0	13.0	0.0
