f	pi	p0	pw
0.02564	1214.0	957.0	20.0
0.05128	450.0	526.0	22.0
0.07692	271.0	308.0	10.0
0.10256	177.0	238.0	3.0
0.12821	140.0	198.0	9.0
0.15385	114.0	182.0	4.0
0.17949	95.0	108.0	3.0
0.20513	91.0	137.0	4.0
0.23077	48.0	119.0	5.0
0.25641	38.0	77.0	4.0
0.28205	60.0	78.0	4.0
0.30769	45.0	67.0	1.0
0.33333	55.0	71.0	5.0
0.35897	29.0	71.0	1.0
0.38462	31.0	76.0	0.0
0.41026	30.0	48.0	2.0
0.4359	19.0	41.0	0.0
0.46154	28.0	53.0	0.0
0.48718	27.0	30.0	2.0
0.51282	16.0	31.0	2.0
0.53846	20.0	58.0	0.0
0.5641	29.0	50.0	6.0
0.58974	13.0	25.0	1.0
0.61538	10.0	44.0	0.0
0.64103	14.0	36.0	1.0
0.66667	12.0	31.0	7.0
0.69231	11.0	36.0	0.0
0.71795	9.0	38.0	3.0
0.74359	15.0	18.0	3.0
0.76923	9.0	26.0	0.0
0.79487	25.0	38.0	4.0
0.82051	11.0	20.0	4.0
0.84615	6.0	40.0	2.0
0.87179	8.0	49.0	2.0
0.89744	6.0	24.0	0.0
0.92308	8.0	27.0	0.0
0.94872	11.0	24.0	2.0
0.97436	19.0	26.0	3.0
1.0	7.0	20.0	0.0
