f	pi	p0	pw
0.02564	1247.0	879.0	28.0
0.05128	430.0	491.0	14.0
0.07692	257.0	331.0	11.0
0.10256	180.0	207.0	3.0
0.12821	138.0	193.0	4.0
0.15385	122.0	144.0	2.0
0.17949	97.0	118.0	3.0
0.20513	69.0	126.0	4.0
0.23077	67.0	113.0	6.0
0.25641	41.0	101.0	4.0
0.28205	63.0	71.0	4.0
0.30769	73.0	73.0	9.0
0.33333	57.0	70.0	12.0
0.35897	33.0	67.0	3.0
0.38462	30.0	85.0	0.0
0.41026	21.0	48.0	1.0
0.4359	17.0	49.0	0.0
0.46154	32.0	69.0	1.0
0.48718	20.0	47.0	2.0
0.51282	16.0	30.0	2.0
0.53846	32.0	51.0	1.0
0.5641	15.0	65.0	3.0
0.58974	16.0	47.0	3.0
0.61538	7.0	45.0	0.0
0.64103	22.0	38.0	3.0
0.66667	11.0	30.0	3.0
0.69231	17.0	29.0	0.0
0.71795	9.0	26.0	1.0
0.74359	10.0	21.0	0.0
0.76923	7.0	18.0	0.0
0.79487	11.0	28.0	0.0
0.82051	7.0	19.0	1.0
0.84615	11.0	19.0	1.0
0.87179	15.0	33.0	4.0
0.89744	5.0	20.0	0.0
0.92308	4.0	18.0	0.0
0.94872	10.0	19.0	0.0
0.97436	16.0	34.0	1.0
1.0	8.0	23.0	0.0
