f	pi	p0	pw
0.02564	1271.0	957.0	21.0
0.05128	471.0	486.0	10.0
0.07692	267.0	295.0	22.0
0.10256	167.0	246.0	3.0
0.12821	154.0	164.0	6.0
0.15385	108.0	180.0	4.0
0.17949	83.0	116.0	7.0
0.20513	73.0	165.0	2.0
0.23077	55.0	116.0	6.0
0.25641	31.0	70.0	1.0
0.28205	54.0	90.0	1.0
0.30769	54.0	71.0	2.0
0.33333	54.0	70.0	5.0
0.35897	27.0	76.0	1.0
0.38462	40.0	58.0	0.0
0.41026	30.0	52.0	0.0
0.4359	28.0	42.0	1.0
0.46154	23.0	47.0	0.0
0.48718	22.0	29.0	1.0
0.51282	27.0	22.0	2.0
0.53846	14.0	46.0	0.0
0.5641	24.0	41.0	1.0
0.58974	25.0	44.0	5.0
0.61538	16.0	39.0	0.0
0.64103	17.0	32.0	3.0
0.66667	9.0	29.0	3.0
0.69231	16.0	40.0	1.0
0.71795	10.0	27.0	3.0
0.74359	12.0	16.0	3.0
0.76923	18.0	28.0	0.0
0.79487	19.0	29.0	4.0
0.82051	6.0	23.0	0.0
0.84615	8.0	29.0	1.0
0.87179	8.0	41.0	1.0
0.89744	10.0	26.0	0.0
0.92308	7.0	19.0	0.0
0.94872	21.0	26.0	4.0
0.97436	20.0	35.0	3.0
1.0	5.0	22.0	0.0
