f	pi	p0	pw
0.02564	1210.0	916.0	22.0
0.05128	439.0	512.0	22.0
0.07692	267.0	316.0	17.0
0.10256	200.0	225.0	5.0
0.12821	123.0	182.0	6.0
0.15385	108.0	166.0	2.0
0.17949	132.0	120.0	6.0
0.20513	77.0	172.0	9.0
0.23077	44.0	103.0	4.0
0.25641	50.0	89.0	4.0
0.28205	48.0	80.0	2.0
0.30769	56.0	76.0	6.0
0.33333	62.0	70.0	3.0
0.35897	38.0	65.0	7.0
0.38462	26.0	75.0	0.0
0.41026	28.0	54.0	2.0
0.4359	20.0	37.0	1.0
0.46154	27.0	48.0	1.0
0.48718	32.0	33.0	4.0
0.51282	18.0	28.0	3.0
0.53846	31.0	50.0	1.0
0.5641	20.0	52.0	4.0
0.58974	18.0	48.0	3.0
0.61538	13.0	33.0	0.0
0.64103	18.0	33.0	1.0
0.66667	9.0	25.0	3.0
0.69231	17.0	44.0	1.0
0.71795	9.0	37.0	4.0
0.74359	15.0	25.0	1.0
0.76923	10.0	35.0	0.0
0.79487	24.0	22.0	5.0
0.82051	8.0	27.0	1.0
0.84615	6.0	34.0	1.0
0.87179	9.0	34.0	1.0
0.89744	9.0	21.0	0.0
0.92308	1.0	14.0	0.0
0.94872	14.0	26.0	1.0
0.97436	12.0	29.0	0.0
1.0	3.0	15.0	0.0
