f	pi	p0	pw
0.02564	1243.0	926.0	25.0
0.05128	433.0	503.0	14.0
0.07692	276.0	320.0	16.0
0.10256	191.0	247.0	6.0
0.12821	126.0	173.0	4.0
0.15385	100.0	167.0	1.0
0.17949	87.0	128.0	5.0
0.20513	61.0	163.0	4.0
0.23077	52.0	110.0	7.0
0.25641	44.0	61.0	1.0
0.28205	44.0	83.0	3.0
0.30769	46.0	79.0	2.0
0.33333	47.0	74.0	3.0
0.35897	37.0	67.0	6.0
0.38462	31.0	76.0	0.0
0.41026	29.0	46.0	3.0
0.4359	18.0	38.0	0.0
0.46154	21.0	63.0	2.0
0.48718	21.0	38.0	3.0
0.51282	17.0	35.0	2.0
0.53846	20.0	51.0	1.0
0.5641	31.0	41.0	11.0
0.58974	24.0	35.0	3.0
0.61538	14.0	51.0	0.0
0.64103	25.0	32.0	2.0
0.66667	4.0	29.0	0.0
0.69231	20.0	37.0	3.0
0.71795	10.0	43.0	3.0
0.74359	10.0	18.0	2.0
0.76923	11.0	35.0	0.0
0.79487	21.0	36.0	4.0
0.82051	10.0	23.0	3.0
0.84615	9.0	29.0	0.0
0.87179	12.0	30.0	4.0
0.89744	11.0	25.0	0.0
0.92308	3.0	22.0	0.0
0.94872	12.0	33.0	1.0
0.97436	12.0	14.0	2.0
1.0	15.0	25.0	0.0
