f	pi	p0	pw
0.02564	1198.0	940.0	31.0
0.05128	451.0	487.0	10.0
0.07692	288.0	280.0	16.0
0.10256	156.0	252.0	0.0
0.12821	126.0	148.0	3.0
0.15385	95.0	160.0	4.0
0.17949	84.0	118.0	3.0
0.20513	96.0	150.0	8.0
0.23077	47.0	109.0	6.0
0.25641	38.0	81.0	3.0
0.28205	48.0	68.0	3.0
0.30769	54.0	59.0	1.0
0.33333	48.0	81.0	1.0
0.35897	34.0	72.0	5.0
0.38462	42.0	76.0	0.0
0.41026	25.0	48.0	1.0
0.4359	22.0	41.0	0.0
0.46154	28.0	43.0	4.0
0.48718	22.0	29.0	2.0
0.51282	16.0	31.0	3.0
0.53846	18.0	46.0	0.0
0.5641	21.0	63.0	4.0
0.58974	14.0	34.0	4.0
0.61538	13.0	39.0	0.0
0.64103	15.0	32.0	1.0
0.66667	10.0	28.0	4.0
0.69231	19.0	36.0	0.0
0.71795	10.0	36.0	3.0
0.74359	17.0	18.0	3.0
0.76923	3.0	27.0	0.0
0.79487	18.0	31.0	3.0
0.82051	13.0	21.0	4.0
0.84615	9.0	32.0	0.0
0.87179	9.0	20.0	0.0
0.89744	9.0	18.0	0.0
0.92308	5.0	17.0	0.0
0.94872	23.0	23.0	5.0
0.97436	11.0	25.0	1.0
1.0	8.0	29.0	0.0
