f	pi	p0	pw
0.02564	1311.0	976.0	30.0
0.05128	410.0	521.0	5.0
0.07692	271.0	286.0	10.0
0.10256	189.0	232.0	0.0
0.12821	141.0	199.0	5.0
0.15385	104.0	156.0	3.0
0.17949	90.0	110.0	2.0
0.20513	78.0	137.0	5.0
0.23077	49.0	110.0	3.0
0.25641	44.0	74.0	1.0
0.28205	68.0	76.0	11.0
0.30769	68.0	69.0	5.0
0.33333	57.0	63.0	1.0
0.35897	33.0	73.0	4.0
0.38462	33.0	74.0	0.0
0.41026	32.0	54.0	1.0
0.4359	15.0	36.0	2.0
0.46154	23.0	42.0	2.0
0.48718	29.0	37.0	5.0
0.51282	25.0	35.0	5.0
0.53846	30.0	60.0	2.0
0.5641	19.0	59.0	1.0
0.58974	13.0	54.0	1.0
0.61538	6.0	39.0	0.0
0.64103	29.0	31.0	3.0
0.66667	11.0	28.0	4.0
0.69231	22.0	39.0	0.0
0.71795	8.0	46.0	4.0
0.74359	17.0	29.0	2.0
0.76923	12.0	31.0	0.0
0.79487	18.0	26.0	3.0
0.82051	11.0	25.0	5.0
0.84615	11.0	34.0	0.0
0.87179	17.0	38.0	1.0
0.89744	8.0	34.0	0.0
0.92308	3.0	11.0	0.0
0.94872	24.0	18.0	2.0
0.97436	16.0	34.0	4.0
1.0	5.0	13.0	0.0
