f	pi	p0	pw
0.02564	1280.0	936.0	21.0
0.05128	433.0	519.0	12.0
0.07692	285.0	312.0	12.0
0.10256	190.0	254.0	1.0
0.12821	129.0	162.0	2.0
0.15385	95.0	148.0	0.0
0.17949	98.0	119.0	2.0
0.20513	75.0	135.0	2.0
0.23077	57.0	132.0	6.0
0.25641	38.0	76.0	1.0
0.28205	55.0	84.0	4.0
0.30769	52.0	79.0	2.0
0.33333	55.0	92.0	5.0
0.35897	40.0	72.0	2.0
0.38462	33.0	64.0	0.0
0.41026	26.0	51.0	3.0
0.4359	15.0	48.0	1.0
0.46154	27.0	49.0	2.0
0.48718	19.0	36.0	3.0
0.51282	13.0	34.0	0.0
0.53846	26.0	29.0	2.0
0.5641	24.0	43.0	5.0
0.58974	21.0	29.0	8.0
0.61538	15.0	46.0	0.0
0.64103	15.0	35.0	2.0
0.66667	7.0	28.0	2.0
0.69231	19.0	32.0	0.0
0.71795	11.0	38.0	6.0
0.74359	18.0	18.0	3.0
0.76923	13.0	32.0	0.0
0.79487	28.0	34.0	0.0
0.82051	6.0	32.0	2.0
0.84615	13.0	27.0	0.0
0.87179	11.0	26.0	1.0
0.89744	12.0	24.0	0.0
0.92308	8.0	11.0	0.0
0.94872	16.0	26.0	2.0
0.97436	14.0	31.0	1.0
1.0	10.0	33.0	0.0
