f	pi	p0	pw
0.02564	1280.0	1020.0	21.0
0.05128	409.0	545.0	15.0
0.07692	299.0	340.0	9.0
0.10256	171.0	277.0	3.0
0.12821	136.0	185.0	5.0
0.15385	120.0	165.0	4.0
0.17949	101.0	145.0	2.0
0.20513	81.0	167.0	5.0
0.23077	62.0	115.0	3.0
0.25641	41.0	88.0	1.0
0.28205	41.0	77.0	3.0
0.30769	37.0	75.0	3.0
0.33333	57.0	57.0	5.0
0.35897	47.0	80.0	7.0
0.38462	36.0	80.0	0.0
0.41026	23.0	43.0	1.0
0.4359	15.0	39.0	0.0
0.46154	26.0	53.0	2.0
0.48718	23.0	39.0	2.0
0.51282	25.0	36.0	2.0
0.53846	23.0	39.0	2.0
0.5641	24.0	52.0	3.0
0.58974	21.0	43.0	5.0
0.61538	16.0	38.0	0.0
0.64103	18.0	33.0	3.0
0.66667	4.0	35.0	0.0
0.69231	14.0	30.0	0.0
0.71795	13.0	41.0	7.0
0.74359	19.0	18.0	0.0
0.76923	8.0	32.0	0.0
0.79487	18.0	37.0	0.0
0.82051	10.0	35.0	3.0
0.84615	5.0	31.0	1.0
0.87179	8.0	42.0	3.0
0.89744	11.0	30.0	0.0
0.92308	4.0	25.0	0.0
0.94872	16.0	21.0	2.0
0.97436	15.0	26.0	1.0
1.0	16.0	12.0	0.0
