f	pi	p0
0.02564	418.0	491.0
0.05128	181.0	264.0
0.07692	95.0	153.0
0.10256	56.0	127.0
0.12821	48.0	85.0
0.15385	28.0	75.0
0.17949	22.0	93.0
0.20513	18.0	49.0
0.23077	36.0	41.0
0.25641	13.0	57.0
0.28205	16.0	61.0
0.30769	11.0	43.0
0.33333	12.0	41.0
0.35897	11.0	52.0
0.38462	5.0	52.0
0.41026	8.0	36.0
0.4359	10.0	34.0
0.46154	8.0	29.0
0.48718	14.0	32.0
0.51282	2.0	23.0
0.53846	6.0	23.0
0.5641	7.0	21.0
0.58974	4.0	23.0
0.61538	3.0	15.0
0.64103	5.0	9.0
0.66667	4.0	19.0
0.69231	6.0	25.0
0.71795	5.0	17.0
0.74359	6.0	29.0
0.76923	6.0	9.0
0.79487	7.0	18.0
0.82051	0.0	9.0
0.84615	3.0	24.0
0.87179	5.0	20.0
0.89744	2.0	13.0
0.92308	6.0	12.0
0.94872	1.0	14.0
0.97436	4.0	7.0
1.0	5.0	9.0
