f	pi	p0
0.02564	432.0	525.0
0.05128	168.0	245.0
0.07692	91.0	165.0
0.10256	70.0	158.0
0.12821	74.0	131.0
0.15385	31.0	75.0
0.17949	32.0	83.0
0.20513	23.0	55.0
0.23077	31.0	55.0
0.25641	13.0	46.0
0.28205	13.0	62.0
0.30769	15.0	52.0
0.33333	14.0	53.0
0.35897	12.0	39.0
0.38462	9.0	39.0
0.41026	11.0	35.0
0.4359	6.0	37.0
0.46154	7.0	21.0
0.48718	8.0	30.0
0.51282	8.0	34.0
0.53846	6.0	17.0
0.5641	12.0	26.0
0.58974	2.0	31.0
0.61538	2.0	13.0
0.64103	6.0	11.0
0.66667	8.0	28.0
0.69231	3.0	15.0
0.71795	4.0	15.0
0.74359	0.0	13.0
0.76923	4.0	12.0
0.79487	8.0	25.0
0.82051	3.0	13.0
0.84615	2.0	18.0
0.87179	3.0	17.0
0.89744	2.0	11.0
0.92308	9.0	17.0
0.94872	1.0	4.0
0.97436	0.0	11.0
1.0	7.0	7.0
