f	pi	p0
0.02564	436.0	502.0
0.05128	148.0	219.0
0.07692	83.0	148.0
0.10256	66.0	121.0
0.12821	50.0	113.0
0.15385	24.0	87.0
0.17949	25.0	69.0
0.20513	24.0	62.0
0.23077	19.0	57.0
0.25641	15.0	58.0
0.28205	16.0	70.0
0.30769	8.0	56.0
0.33333	15.0	51.0
0.35897	9.0	41.0
0.38462	9.0	33.0
0.41026	12.0	28.0
0.4359	7.0	33.0
0.46154	5.0	20.0
0.48718	7.0	17.0
0.51282	5.0	20.0
0.53846	6.0	23.0
0.5641	8.0	18.0
0.58974	6.0	22.0
0.61538	3.0	10.0
0.64103	3.0	4.0
0.66667	6.0	21.0
0.69231	2.0	20.0
0.71795	8.0	21.0
0.74359	2.0	22.0
0.76923	5.0	9.0
0.79487	6.0	32.0
0.82051	1.0	7.0
0.84615	3.0	22.0
0.87179	2.0	10.0
0.89744	5.0	11.0
0.92308	5.0	22.0
0.94872	6.0	14.0
0.97436	1.0	5.0
1.0	2.0	17.0
