f	pi	p0
0.02564	426.0	518.0
0.05128	158.0	237.0
0.07692	76.0	156.0
0.10256	65.0	138.0
0.12821	52.0	95.0
0.15385	25.0	80.0
0.17949	23.0	92.0
0.20513	24.0	44.0
0.23077	22.0	60.0
0.25641	13.0	55.0
0.28205	8.0	80.0
0.30769	12.0	56.0
0.33333	12.0	40.0
0.35897	12.0	36.0
0.38462	8.0	44.0
0.41026	17.0	28.0
0.4359	12.0	30.0
0.46154	6.0	20.0
0.48718	9.0	29.0
0.51282	10.0	27.0
0.53846	6.0	34.0
0.5641	11.0	24.0
0.58974	2.0	23.0
0.61538	3.0	23.0
0.64103	5.0	7.0
0.66667	14.0	21.0
0.69231	10.0	13.0
0.71795	4.0	11.0
0.74359	4.0	23.0
0.76923	8.0	12.0
0.79487	6.0	17.0
0.82051	1.0	10.0
0.84615	7.0	27.0
0.87179	2.0	25.0
0.89744	3.0	6.0
0.92308	4.0	13.0
0.94872	2.0	13.0
0.97436	2.0	3.0
1.0	5.0	21.0
