f	pi	p0
0.02564	434.0	510.0
0.05128	158.0	255.0
0.07692	94.0	169.0
0.10256	71.0	126.0
0.12821	72.0	132.0
0.15385	29.0	63.0
0.17949	35.0	94.0
0.20513	25.0	45.0
0.23077	26.0	61.0
0.25641	10.0	62.0
0.28205	10.0	84.0
0.30769	9.0	53.0
0.33333	18.0	56.0
0.35897	14.0	46.0
0.38462	8.0	37.0
0.41026	5.0	37.0
0.4359	5.0	32.0
0.46154	4.0	20.0
0.48718	8.0	28.0
0.51282	10.0	31.0
0.53846	11.0	30.0
0.5641	9.0	29.0
0.58974	2.0	23.0
0.61538	2.0	8.0
0.64103	5.0	10.0
0.66667	12.0	23.0
0.69231	6.0	19.0
0.71795	2.0	19.0
0.74359	5.0	29.0
0.76923	7.0	12.0
0.79487	7.0	19.0
0.82051	1.0	11.0
0.84615	2.0	24.0
0.87179	2.0	11.0
0.89744	4.0	22.0
0.92308	13.0	17.0
0.94872	2.0	17.0
0.97436	3.0	6.0
1.0	5.0	12.0
