f	pi	p0
0.02564	411.0	540.0
0.05128	153.0	270.0
0.07692	76.0	162.0
0.10256	67.0	137.0
0.12821	62.0	136.0
0.15385	27.0	87.0
0.17949	33.0	74.0
0.20513	20.0	56.0
0.23077	22.0	49.0
0.25641	6.0	55.0
0.28205	11.0	58.0
0.30769	16.0	50.0
0.33333	7.0	51.0
0.35897	17.0	44.0
0.38462	8.0	33.0
0.41026	4.0	32.0
0.4359	6.0	19.0
0.46154	6.0	29.0
0.48718	10.0	18.0
0.51282	3.0	31.0
0.53846	8.0	17.0
0.5641	9.0	15.0
0.58974	1.0	13.0
0.61538	2.0	16.0
0.64103	3.0	13.0
0.66667	8.0	21.0
0.69231	8.0	17.0
0.71795	2.0	24.0
0.74359	1.0	30.0
0.76923	4.0	18.0
0.79487	7.0	25.0
0.82051	6.0	15.0
0.84615	6.0	18.0
0.87179	0.0	12.0
0.89744	5.0	18.0
0.92308	10.0	18.0
0.94872	3.0	14.0
0.97436	2.0	5.0
1.0	6.0	10.0
