f	pi	p0
0.02564	422.0	500.0
0.05128	150.0	265.0
0.07692	81.0	164.0
0.10256	69.0	140.0
0.12821	63.0	100.0
0.15385	23.0	86.0
0.17949	22.0	77.0
0.20513	18.0	58.0
0.23077	21.0	51.0
0.25641	17.0	65.0
0.28205	15.0	62.0
0.30769	18.0	51.0
0.33333	11.0	39.0
0.35897	6.0	38.0
0.38462	10.0	35.0
0.41026	9.0	42.0
0.4359	10.0	32.0
0.46154	9.0	24.0
0.48718	6.0	26.0
0.51282	2.0	35.0
0.53846	7.0	33.0
0.5641	9.0	22.0
0.58974	2.0	28.0
0.61538	3.0	8.0
0.64103	4.0	5.0
0.66667	10.0	26.0
0.69231	5.0	17.0
0.71795	3.0	15.0
0.74359	3.0	21.0
0.76923	11.0	11.0
0.79487	4.0	32.0
0.82051	3.0	10.0
0.84615	3.0	26.0
0.87179	1.0	11.0
0.89744	5.0	9.0
0.92308	4.0	21.0
0.94872	2.0	14.0
0.97436	3.0	6.0
1.0	2.0	16.0
