f	pi	p0
0.02564	405.0	534.0
0.05128	152.0	262.0
0.07692	96.0	178.0
0.10256	65.0	119.0
0.12821	63.0	114.0
0.15385	33.0	80.0
0.17949	36.0	62.0
0.20513	25.0	62.0
0.23077	27.0	52.0
0.25641	17.0	36.0
0.28205	11.0	85.0
0.30769	15.0	53.0
0.33333	23.0	36.0
0.35897	16.0	44.0
0.38462	7.0	38.0
0.41026	10.0	34.0
0.4359	10.0	39.0
0.46154	4.0	20.0
0.48718	10.0	29.0
0.51282	4.0	23.0
0.53846	4.0	25.0
0.5641	3.0	22.0
0.58974	2.0	22.0
0.61538	0.0	22.0
0.64103	6.0	10.0
0.66667	9.0	17.0
0.69231	5.0	11.0
0.71795	1.0	17.0
0.74359	4.0	22.0
0.76923	1.0	7.0
0.79487	6.0	24.0
0.82051	5.0	8.0
0.84615	5.0	27.0
0.87179	2.0	10.0
0.89744	7.0	12.0
0.92308	9.0	19.0
0.94872	2.0	18.0
0.97436	0.0	7.0
1.0	5.0	10.0
