f	pi	p0
0.02564	428.0	513.0
0.05128	141.0	279.0
0.07692	78.0	160.0
0.10256	73.0	137.0
0.12821	70.0	97.0
0.15385	33.0	86.0
0.17949	21.0	77.0
0.20513	30.0	60.0
0.23077	31.0	74.0
0.25641	3.0	50.0
0.28205	13.0	75.0
0.30769	12.0	50.0
0.33333	12.0	50.0
0.35897	16.0	43.0
0.38462	11.0	42.0
0.41026	6.0	29.0
0.4359	14.0	30.0
0.46154	9.0	23.0
0.48718	5.0	31.0
0.51282	7.0	27.0
0.53846	5.0	26.0
0.5641	5.0	22.0
0.58974	1.0	32.0
0.61538	2.0	17.0
0.64103	3.0	14.0
0.66667	6.0	23.0
0.69231	4.0	12.0
0.71795	3.0	18.0
0.74359	0.0	18.0
0.76923	5.0	13.0
0.79487	6.0	18.0
0.82051	6.0	14.0
0.84615	8.0	15.0
0.87179	1.0	23.0
0.89744	13.0	11.0
0.92308	14.0	17.0
0.94872	3.0	16.0
0.97436	4.0	7.0
1.0	4.0	19.0
