f	pi	p0
0.02564	416.0	517.0
0.05128	143.0	214.0
0.07692	95.0	170.0
0.10256	77.0	143.0
0.12821	69.0	103.0
0.15385	32.0	72.0
0.17949	25.0	81.0
0.20513	25.0	52.0
0.23077	29.0	56.0
0.25641	6.0	43.0
0.28205	14.0	81.0
0.30769	14.0	54.0
0.33333	15.0	45.0
0.35897	15.0	29.0
0.38462	4.0	39.0
0.41026	9.0	21.0
0.4359	14.0	23.0
0.46154	3.0	24.0
0.48718	3.0	32.0
0.51282	8.0	30.0
0.53846	2.0	24.0
0.5641	11.0	25.0
0.58974	2.0	28.0
0.61538	0.0	16.0
0.64103	4.0	5.0
0.66667	8.0	20.0
0.69231	10.0	11.0
0.71795	3.0	21.0
0.74359	2.0	26.0
0.76923	3.0	9.0
0.79487	7.0	25.0
0.82051	2.0	8.0
0.84615	2.0	19.0
0.87179	0.0	6.0
0.89744	6.0	11.0
0.92308	13.0	14.0
0.94872	5.0	14.0
0.97436	1.0	4.0
1.0	6.0	8.0
