f	pi	p0
0.02564	419.0	521.0
0.05128	159.0	278.0
0.07692	98.0	165.0
0.10256	77.0	116.0
0.12821	59.0	119.0
0.15385	13.0	98.0
0.17949	44.0	72.0
0.20513	20.0	65.0
0.23077	25.0	61.0
0.25641	12.0	53.0
0.28205	17.0	74.0
0.30769	10.0	75.0
0.33333	13.0	48.0
0.35897	15.0	36.0
0.38462	4.0	33.0
0.41026	14.0	37.0
0.4359	8.0	26.0
0.46154	9.0	22.0
0.48718	8.0	30.0
0.51282	5.0	27.0
0.53846	8.0	29.0
0.5641	12.0	24.0
0.58974	3.0	18.0
0.61538	0.0	16.0
0.64103	2.0	9.0
0.66667	6.0	17.0
0.69231	4.0	17.0
0.71795	2.0	20.0
0.74359	4.0	26.0
0.76923	6.0	15.0
0.79487	6.0	26.0
0.82051	4.0	13.0
0.84615	5.0	21.0
0.87179	2.0	16.0
0.89744	7.0	12.0
0.92308	10.0	19.0
0.94872	4.0	13.0
0.97436	5.0	11.0
1.0	12.0	8.0
