f	pi	p0
0.02564	426.0	536.0
0.05128	153.0	270.0
0.07692	86.0	154.0
0.10256	72.0	130.0
0.12821	65.0	116.0
0.15385	31.0	84.0
0.17949	29.0	94.0
0.20513	20.0	69.0
0.23077	26.0	54.0
0.25641	7.0	56.0
0.28205	18.0	62.0
0.30769	14.0	56.0
0.33333	12.0	37.0
0.35897	15.0	48.0
0.38462	9.0	31.0
0.41026	5.0	21.0
0.4359	9.0	25.0
0.46154	12.0	25.0
0.48718	13.0	29.0
0.51282	8.0	29.0
0.53846	11.0	28.0
0.5641	11.0	18.0
0.58974	6.0	22.0
0.61538	0.0	12.0
0.64103	2.0	8.0
0.66667	7.0	26.0
0.69231	8.0	14.0
0.71795	12.0	20.0
0.74359	2.0	20.0
0.76923	3.0	12.0
0.79487	4.0	25.0
0.82051	1.0	18.0
0.84615	8.0	34.0
0.87179	0.0	18.0
0.89744	5.0	12.0
0.92308	13.0	17.0
0.94872	5.0	11.0
0.97436	2.0	3.0
1.0	8.0	12.0
