f	pi	p0
0.02564	405.0	558.0
0.05128	138.0	252.0
0.07692	84.0	186.0
0.10256	77.0	159.0
0.12821	62.0	104.0
0.15385	33.0	93.0
0.17949	22.0	86.0
0.20513	17.0	59.0
0.23077	23.0	62.0
0.25641	9.0	53.0
0.28205	16.0	69.0
0.30769	16.0	52.0
0.33333	7.0	44.0
0.35897	12.0	42.0
0.38462	8.0	50.0
0.41026	12.0	38.0
0.4359	10.0	28.0
0.46154	8.0	15.0
0.48718	9.0	21.0
0.51282	8.0	27.0
0.53846	4.0	41.0
0.5641	9.0	20.0
0.58974	4.0	20.0
0.61538	6.0	16.0
0.64103	2.0	9.0
0.66667	8.0	14.0
0.69231	6.0	15.0
0.71795	2.0	22.0
0.74359	4.0	29.0
0.76923	8.0	13.0
0.79487	7.0	22.0
0.82051	1.0	9.0
0.84615	4.0	17.0
0.87179	0.0	12.0
0.89744	4.0	10.0
0.92308	9.0	17.0
0.94872	2.0	16.0
0.97436	1.0	4.0
1.0	11.0	16.0
