f	pi	p0
0.02564	447.0	494.0
0.05128	151.0	255.0
0.07692	92.0	144.0
0.10256	66.0	113.0
0.12821	63.0	106.0
0.15385	29.0	73.0
0.17949	25.0	72.0
0.20513	25.0	40.0
0.23077	34.0	55.0
0.25641	11.0	50.0
0.28205	14.0	64.0
0.30769	13.0	47.0
0.33333	6.0	36.0
0.35897	11.0	49.0
0.38462	12.0	36.0
0.41026	12.0	37.0
0.4359	8.0	27.0
0.46154	5.0	20.0
0.48718	7.0	36.0
0.51282	7.0	25.0
0.53846	8.0	19.0
0.5641	7.0	31.0
0.58974	1.0	20.0
0.61538	3.0	22.0
0.64103	5.0	9.0
0.66667	11.0	19.0
0.69231	4.0	19.0
0.71795	3.0	18.0
0.74359	5.0	22.0
0.76923	6.0	8.0
0.79487	5.0	29.0
0.82051	3.0	12.0
0.84615	7.0	22.0
0.87179	3.0	21.0
0.89744	5.0	11.0
0.92308	5.0	15.0
0.94872	1.0	16.0
0.97436	4.0	10.0
1.0	10.0	11.0
