f	pi	p0
0.02564	429.0	524.0
0.05128	162.0	273.0
0.07692	85.0	168.0
0.10256	57.0	110.0
0.12821	61.0	114.0
0.15385	29.0	73.0
0.17949	29.0	81.0
0.20513	21.0	59.0
0.23077	31.0	69.0
0.25641	8.0	49.0
0.28205	17.0	69.0
0.30769	12.0	43.0
0.33333	14.0	45.0
0.35897	14.0	38.0
0.38462	5.0	39.0
0.41026	9.0	42.0
0.4359	5.0	30.0
0.46154	5.0	32.0
0.48718	15.0	31.0
0.51282	3.0	22.0
0.53846	6.0	18.0
0.5641	8.0	18.0
0.58974	3.0	25.0
0.61538	2.0	10.0
0.64103	4.0	8.0
0.66667	16.0	19.0
0.69231	4.0	17.0
0.71795	4.0	14.0
0.74359	2.0	26.0
0.76923	8.0	13.0
0.79487	2.0	30.0
0.82051	5.0	14.0
0.84615	0.0	23.0
0.87179	1.0	18.0
0.89744	2.0	12.0
0.92308	12.0	16.0
0.94872	6.0	11.0
0.97436	4.0	7.0
1.0	4.0	20.0
