f	pi	p0
0.02564	445.0	524.0
0.05128	141.0	269.0
0.07692	91.0	192.0
0.10256	63.0	140.0
0.12821	75.0	116.0
0.15385	35.0	72.0
0.17949	35.0	91.0
0.20513	22.0	57.0
0.23077	38.0	61.0
0.25641	7.0	64.0
0.28205	18.0	63.0
0.30769	18.0	55.0
0.33333	9.0	46.0
0.35897	16.0	40.0
0.38462	9.0	35.0
0.41026	7.0	34.0
0.4359	11.0	28.0
0.46154	3.0	21.0
0.48718	8.0	27.0
0.51282	2.0	26.0
0.53846	12.0	29.0
0.5641	8.0	24.0
0.58974	4.0	25.0
0.61538	2.0	15.0
0.64103	6.0	12.0
0.66667	12.0	16.0
0.69231	5.0	17.0
0.71795	7.0	19.0
0.74359	4.0	19.0
0.76923	4.0	12.0
0.79487	3.0	21.0
0.82051	3.0	11.0
0.84615	3.0	22.0
0.87179	3.0	17.0
0.89744	6.0	8.0
0.92308	11.0	9.0
0.94872	5.0	15.0
0.97436	0.0	3.0
1.0	12.0	5.0
