f	pi	p0
0.02564	4340.0	5143.0
0.05128	1584.0	2417.0
0.07692	898.0	1698.0
0.10256	550.0	1210.0
0.12821	465.0	1091.0
0.15385	377.0	852.0
0.17949	273.0	743.0
0.20513	237.0	644.0
0.23077	231.0	559.0
0.25641	158.0	492.0
0.28205	177.0	399.0
0.30769	177.0	405.0
0.33333	145.0	348.0
0.35897	114.0	378.0
0.38462	99.0	384.0
0.41026	87.0	299.0
0.4359	80.0	292.0
0.46154	80.0	251.0
0.48718	92.0	285.0
0.51282	63.0	242.0
0.53846	63.0	204.0
0.5641	84.0	221.0
0.58974	45.0	200.0
0.61538	46.0	224.0
0.64103	56.0	211.0
0.66667	46.0	197.0
0.69231	70.0	213.0
0.71795	52.0	173.0
0.74359	44.0	179.0
0.76923	39.0	177.0
0.79487	34.0	162.0
0.82051	55.0	157.0
0.84615	32.0	142.0
0.87179	17.0	113.0
0.89744	41.0	162.0
0.92308	38.0	129.0
0.94872	33.0	114.0
0.97436	29.0	129.0
1.0	20.0	123.0
