f	pi	p0
0.02564	4247.0	5009.0
0.05128	1616.0	2484.0
0.07692	906.0	1711.0
0.10256	554.0	1226.0
0.12821	447.0	1040.0
0.15385	380.0	798.0
0.17949	304.0	768.0
0.20513	249.0	656.0
0.23077	215.0	586.0
0.25641	169.0	504.0
0.28205	154.0	439.0
0.30769	142.0	419.0
0.33333	135.0	348.0
0.35897	118.0	359.0
0.38462	102.0	319.0
0.41026	113.0	304.0
0.4359	72.0	273.0
0.46154	83.0	229.0
0.48718	86.0	263.0
0.51282	74.0	247.0
0.53846	71.0	219.0
0.5641	65.0	232.0
0.58974	71.0	226.0
0.61538	52.0	235.0
0.64103	48.0	210.0
0.66667	39.0	193.0
0.69231	56.0	193.0
0.71795	43.0	180.0
0.74359	50.0	178.0
0.76923	44.0	167.0
0.79487	40.0	164.0
0.82051	48.0	164.0
0.84615	46.0	129.0
0.87179	25.0	137.0
0.89744	48.0	160.0
0.92308	38.0	128.0
0.94872	35.0	119.0
0.97436	24.0	114.0
1.0	32.0	110.0
