f	pi	p0
0.02564	4386.0	5083.0
0.05128	1497.0	2479.0
0.07692	913.0	1589.0
0.10256	537.0	1198.0
0.12821	469.0	1003.0
0.15385	402.0	872.0
0.17949	291.0	742.0
0.20513	269.0	627.0
0.23077	236.0	573.0
0.25641	173.0	511.0
0.28205	159.0	469.0
0.30769	159.0	443.0
0.33333	152.0	361.0
0.35897	133.0	398.0
0.38462	107.0	314.0
0.41026	117.0	300.0
0.4359	76.0	270.0
0.46154	75.0	231.0
0.48718	81.0	234.0
0.51282	76.0	255.0
0.53846	64.0	234.0
0.5641	74.0	220.0
0.58974	54.0	196.0
0.61538	56.0	245.0
0.64103	50.0	188.0
0.66667	38.0	176.0
0.69231	61.0	180.0
0.71795	36.0	219.0
0.74359	46.0	169.0
0.76923	45.0	165.0
0.79487	33.0	186.0
0.82051	36.0	152.0
0.84615	47.0	126.0
0.87179	17.0	152.0
0.89744	54.0	152.0
0.92308	34.0	106.0
0.94872	34.0	103.0
0.97436	32.0	120.0
1.0	21.0	125.0
