f	pi	p0
0.02564	4326.0	5329.0
0.05128	1604.0	2579.0
0.07692	845.0	1731.0
0.10256	581.0	1248.0
0.12821	420.0	1002.0
0.15385	423.0	842.0
0.17949	307.0	726.0
0.20513	263.0	695.0
0.23077	248.0	548.0
0.25641	199.0	465.0
0.28205	152.0	479.0
0.30769	163.0	433.0
0.33333	122.0	360.0
0.35897	133.0	348.0
0.38462	143.0	343.0
0.41026	92.0	319.0
0.4359	56.0	288.0
0.46154	72.0	240.0
0.48718	89.0	260.0
0.51282	55.0	221.0
0.53846	70.0	217.0
0.5641	73.0	200.0
0.58974	40.0	202.0
0.61538	31.0	240.0
0.64103	43.0	187.0
0.66667	43.0	191.0
0.69231	50.0	197.0
0.71795	52.0	188.0
0.74359	50.0	162.0
0.76923	40.0	153.0
0.79487	27.0	180.0
0.82051	50.0	180.0
0.84615	42.0	125.0
0.87179	22.0	121.0
0.89744	54.0	144.0
0.92308	44.0	119.0
0.94872	43.0	109.0
0.97436	39.0	130.0
1.0	27.0	131.0
