f	pi	p0
0.02564	4196.0	5124.0
0.05128	1562.0	2539.0
0.07692	828.0	1640.0
0.10256	572.0	1261.0
0.12821	433.0	993.0
0.15385	392.0	808.0
0.17949	297.0	820.0
0.20513	267.0	612.0
0.23077	208.0	555.0
0.25641	170.0	507.0
0.28205	181.0	437.0
0.30769	149.0	421.0
0.33333	149.0	360.0
0.35897	133.0	365.0
0.38462	100.0	310.0
0.41026	97.0	343.0
0.4359	80.0	286.0
0.46154	90.0	252.0
0.48718	86.0	252.0
0.51282	76.0	236.0
0.53846	67.0	248.0
0.5641	86.0	207.0
0.58974	55.0	198.0
0.61538	51.0	218.0
0.64103	55.0	234.0
0.66667	41.0	199.0
0.69231	50.0	206.0
0.71795	41.0	173.0
0.74359	37.0	201.0
0.76923	50.0	177.0
0.79487	29.0	179.0
0.82051	51.0	179.0
0.84615	36.0	114.0
0.87179	27.0	132.0
0.89744	38.0	128.0
0.92308	44.0	148.0
0.94872	29.0	104.0
0.97436	26.0	125.0
1.0	23.0	124.0
