f	pi	p0
0.02564	4292.0	5197.0
0.05128	1480.0	2525.0
0.07692	813.0	1623.0
0.10256	564.0	1252.0
0.12821	480.0	1039.0
0.15385	400.0	839.0
0.17949	305.0	736.0
0.20513	240.0	642.0
0.23077	208.0	566.0
0.25641	171.0	516.0
0.28205	171.0	412.0
0.30769	158.0	435.0
0.33333	148.0	361.0
0.35897	124.0	350.0
0.38462	125.0	316.0
0.41026	106.0	349.0
0.4359	75.0	280.0
0.46154	69.0	235.0
0.48718	73.0	255.0
0.51282	68.0	236.0
0.53846	66.0	206.0
0.5641	81.0	217.0
0.58974	69.0	191.0
0.61538	45.0	260.0
0.64103	54.0	229.0
0.66667	41.0	162.0
0.69231	60.0	196.0
0.71795	54.0	190.0
0.74359	49.0	184.0
0.76923	30.0	161.0
0.79487	50.0	166.0
0.82051	37.0	164.0
0.84615	42.0	112.0
0.87179	26.0	129.0
0.89744	45.0	160.0
0.92308	33.0	110.0
0.94872	32.0	107.0
0.97436	27.0	142.0
1.0	30.0	148.0
