f	pi	p0
0.02564	4315.0	5085.0
0.05128	1504.0	2470.0
0.07692	853.0	1666.0
0.10256	578.0	1295.0
0.12821	434.0	1016.0
0.15385	376.0	795.0
0.17949	300.0	723.0
0.20513	266.0	666.0
0.23077	218.0	576.0
0.25641	188.0	509.0
0.28205	162.0	414.0
0.30769	157.0	435.0
0.33333	142.0	357.0
0.35897	98.0	365.0
0.38462	90.0	304.0
0.41026	110.0	324.0
0.4359	75.0	277.0
0.46154	75.0	250.0
0.48718	62.0	236.0
0.51282	84.0	241.0
0.53846	55.0	251.0
0.5641	70.0	217.0
0.58974	62.0	208.0
0.61538	42.0	256.0
0.64103	40.0	214.0
0.66667	41.0	208.0
0.69231	64.0	185.0
0.71795	52.0	207.0
0.74359	50.0	196.0
0.76923	33.0	144.0
0.79487	36.0	190.0
0.82051	44.0	156.0
0.84615	45.0	137.0
0.87179	21.0	114.0
0.89744	48.0	143.0
0.92308	48.0	108.0
0.94872	45.0	122.0
0.97436	32.0	122.0
1.0	14.0	108.0
