f	pi	p0
0.02564	4329.0	5169.0
0.05128	1603.0	2497.0
0.07692	856.0	1617.0
0.10256	580.0	1286.0
0.12821	434.0	922.0
0.15385	358.0	831.0
0.17949	327.0	771.0
0.20513	279.0	628.0
0.23077	209.0	562.0
0.25641	163.0	473.0
0.28205	169.0	451.0
0.30769	184.0	420.0
0.33333	129.0	335.0
0.35897	139.0	322.0
0.38462	99.0	307.0
0.41026	105.0	331.0
0.4359	87.0	264.0
0.46154	84.0	244.0
0.48718	71.0	260.0
0.51282	80.0	252.0
0.53846	58.0	224.0
0.5641	73.0	270.0
0.58974	47.0	203.0
0.61538	35.0	248.0
0.64103	49.0	213.0
0.66667	48.0	194.0
0.69231	63.0	207.0
0.71795	49.0	200.0
0.74359	42.0	196.0
0.76923	38.0	161.0
0.79487	40.0	185.0
0.82051	47.0	166.0
0.84615	37.0	150.0
0.87179	18.0	172.0
0.89744	43.0	172.0
0.92308	50.0	154.0
0.94872	41.0	117.0
0.97436	35.0	126.0
1.0	32.0	132.0
