f	pi	p0
0.02564	4245.0	5235.0
0.05128	1551.0	2503.0
0.07692	813.0	1622.0
0.10256	533.0	1245.0
0.12821	416.0	1035.0
0.15385	400.0	858.0
0.17949	301.0	743.0
0.20513	276.0	718.0
0.23077	243.0	570.0
0.25641	146.0	473.0
0.28205	159.0	469.0
0.30769	152.0	420.0
0.33333	128.0	367.0
0.35897	128.0	392.0
0.38462	96.0	297.0
0.41026	98.0	317.0
0.4359	90.0	278.0
0.46154	98.0	265.0
0.48718	87.0	241.0
0.51282	82.0	252.0
0.53846	69.0	236.0
0.5641	88.0	212.0
0.58974	67.0	165.0
0.61538	56.0	218.0
0.64103	41.0	211.0
0.66667	36.0	209.0
0.69231	50.0	187.0
0.71795	45.0	208.0
0.74359	36.0	208.0
0.76923	30.0	160.0
0.79487	34.0	146.0
0.82051	27.0	181.0
0.84615	42.0	135.0
0.87179	36.0	119.0
0.89744	66.0	166.0
0.92308	38.0	134.0
0.94872	40.0	108.0
0.97436	29.0	128.0
1.0	27.0	121.0
