f	pi	p0
0.02564	4181.0	5256.0
0.05128	1524.0	2628.0
0.07692	872.0	1704.0
0.10256	581.0	1267.0
0.12821	494.0	1067.0
0.15385	416.0	751.0
0.17949	263.0	784.0
0.20513	259.0	594.0
0.23077	260.0	545.0
0.25641	177.0	493.0
0.28205	146.0	440.0
0.30769	151.0	415.0
0.33333	140.0	354.0
0.35897	137.0	390.0
0.38462	102.0	310.0
0.41026	114.0	329.0
0.4359	83.0	275.0
0.46154	79.0	256.0
0.48718	82.0	246.0
0.51282	82.0	222.0
0.53846	77.0	221.0
0.5641	67.0	210.0
0.58974	76.0	208.0
0.61538	46.0	245.0
0.64103	44.0	186.0
0.66667	50.0	201.0
0.69231	68.0	180.0
0.71795	49.0	210.0
0.74359	57.0	191.0
0.76923	29.0	175.0
0.79487	43.0	160.0
0.82051	42.0	163.0
0.84615	40.0	153.0
0.87179	27.0	126.0
0.89744	49.0	151.0
0.92308	35.0	150.0
0.94872	39.0	124.0
0.97436	22.0	135.0
1.0	32.0	119.0
