f	pi	p0
0.02564	4352.0	5227.0
0.05128	1625.0	2558.0
0.07692	791.0	1738.0
0.10256	571.0	1262.0
0.12821	482.0	1039.0
0.15385	409.0	806.0
0.17949	286.0	716.0
0.20513	263.0	651.0
0.23077	202.0	548.0
0.25641	178.0	487.0
0.28205	158.0	434.0
0.30769	154.0	454.0
0.33333	138.0	379.0
0.35897	137.0	428.0
0.38462	86.0	327.0
0.41026	109.0	325.0
0.4359	67.0	282.0
0.46154	79.0	259.0
0.48718	79.0	246.0
0.51282	74.0	236.0
0.53846	47.0	208.0
0.5641	78.0	201.0
0.58974	46.0	194.0
0.61538	49.0	229.0
0.64103	52.0	205.0
0.66667	42.0	185.0
0.69231	66.0	170.0
0.71795	51.0	165.0
0.74359	50.0	179.0
0.76923	30.0	171.0
0.79487	40.0	173.0
0.82051	41.0	168.0
0.84615	45.0	134.0
0.87179	22.0	134.0
0.89744	37.0	154.0
0.92308	39.0	123.0
0.94872	42.0	129.0
0.97436	28.0	110.0
1.0	27.0	127.0
