f	pi	p0
0.02564	4268.0	5158.0
0.05128	1503.0	2489.0
0.07692	854.0	1624.0
0.10256	585.0	1240.0
0.12821	446.0	972.0
0.15385	355.0	860.0
0.17949	284.0	756.0
0.20513	255.0	657.0
0.23077	219.0	581.0
0.25641	194.0	495.0
0.28205	160.0	417.0
0.30769	153.0	424.0
0.33333	138.0	350.0
0.35897	124.0	363.0
0.38462	99.0	286.0
0.41026	107.0	304.0
0.4359	86.0	301.0
0.46154	80.0	253.0
0.48718	72.0	244.0
0.51282	68.0	242.0
0.53846	69.0	255.0
0.5641	66.0	214.0
0.58974	52.0	203.0
0.61538	50.0	221.0
0.64103	51.0	205.0
0.66667	43.0	202.0
0.69231	57.0	172.0
0.71795	41.0	158.0
0.74359	48.0	180.0
0.76923	30.0	162.0
0.79487	51.0	172.0
0.82051	60.0	137.0
0.84615	34.0	141.0
0.87179	25.0	135.0
0.89744	47.0	158.0
0.92308	44.0	126.0
0.94872	31.0	125.0
0.97436	35.0	118.0
1.0	30.0	132.0
